npi,category,taxonomy_code,primary_switch,nppes_deactivated,ndh_role,cms_enrollment_org
1003224551,rehab-therapy,225X00000X,Y,,,
1003225616,rehab-therapy,225X00000X,Y,,,
1003225848,physician,207RE0101X,Y,,Y,Y
1003226846,physician,207X00000X,Y,,Y,Y
1003227497,behavioral-health,104100000X,Y,,,
1003227885,pharmacy,183500000X,Y,,,
1003228073,behavioral-health,1041C0700X,Y,,Y,Y
1003228461,physician,2084P0804X,Y,,Y,
1003229162,physician,207P00000X,Y,,Y,Y
1003229402,physician,207Q00000X,Y,,Y,
1003229410,advanced-practice,367500000X,Y,,Y,Y
1003229485,pharmacy,183500000X,Y,,,
1003229683,pharmacy,183500000X,Y,,,
1003229816,rehab-therapy,225100000X,Y,,,
1003229832,rehab-therapy,235Z00000X,Y,,Y,
1003229998,advanced-practice,363A00000X,Y,,Y,
1003231465,behavioral-health,101YM0800X,Y,,,
1003231564,student,390200000X,Y,,,
1003231770,rehab-therapy,235Z00000X,Y,,,
1003232430,advanced-practice,363L00000X,Y,,Y,Y
1003232885,rehab-therapy,225X00000X,Y,,,
1003233438,nursing,164W00000X,Y,,,
1003233511,rehab-therapy,235Z00000X,Y,,,
1003233875,rehab-therapy,225100000X,Y,,,
1003234196,physician,207LC0200X,Y,,Y,Y
1003234337,physician,207RI0011X,Y,,Y,
1003234345,physician,207P00000X,Y,,Y,Y
1003234378,physician,207P00000X,Y,,Y,Y
1003234568,physician,2086S0120X,Y,,Y,
1003234576,behavioral-health,101YM0800X,Y,,Y,
1003234865,physician,207W00000X,Y,,Y,Y
1003234949,physician,207L00000X,Y,,Y,Y
1003235623,physician,2080N0001X,Y,,Y,Y
1003235649,physician,207L00000X,Y,,Y,Y
1003236266,rehab-therapy,225100000X,Y,,,
1003236290,physician,208M00000X,Y,,Y,Y
1003236415,physician,207R00000X,Y,,Y,
1003236423,physician,208M00000X,Y,,Y,Y
1003236696,rehab-therapy,2255A2300X,Y,,,
1003237231,rehab-therapy,237700000X,Y,,Y,
1003237645,advanced-practice,363LA2100X,Y,,Y,
1003238064,rehab-therapy,225X00000X,Y,,,
1003238080,rehab-therapy,2255A2300X,Y,,,
1003238197,rehab-therapy,225X00000X,Y,,,
1003238957,nursing,163WC1500X,Y,,,
1003239674,advanced-practice,363LN0000X,Y,,,
1003239690,advanced-practice,363LF0000X,Y,,,
1003240532,behavioral-health,101YM0800X,Y,,,
1003240581,nursing,163W00000X,Y,,,
1003240763,nursing,163W00000X,Y,,,
1003241605,rehab-therapy,235Z00000X,Y,,,
1003242041,rehab-therapy,225X00000X,Y,,,
1003242348,behavioral-health,1041C0700X,Y,,Y,Y
1003242488,rehab-therapy,225100000X,Y,,,
1003244047,advanced-practice,363L00000X,Y,,Y,Y
1003244252,advanced-practice,363L00000X,Y,,,
1003244393,pharmacy,183500000X,Y,,,
1003244542,dental,1223G0001X,Y,,Y,
1003245077,dietary,133V00000X,Y,,Y,
1003245507,rehab-therapy,225X00000X,Y,,,
1003246737,behavioral-health,1041C0700X,Y,,Y,Y
1003247107,pharmacy,183500000X,Y,,,
1003248501,behavioral-health,1041C0700X,Y,,Y,Y
1003249079,advanced-practice,363LP0808X,Y,,Y,Y
1003249731,rehab-therapy,231H00000X,Y,,,
1003250333,physician,207V00000X,Y,,Y,Y
1003250671,rehab-therapy,224Z00000X,Y,,,
1003250697,physician,207Q00000X,Y,,,
1003251174,rehab-therapy,225700000X,Y,,,
1003251521,behavioral-health,101YP2500X,Y,,,
1003251620,physician,207Q00000X,Y,,Y,Y
1003252735,dietary,133V00000X,Y,,,
1003253279,dietary,133V00000X,Y,,,
1003253477,physician,207K00000X,Y,,Y,Y
1003253691,physician,207R00000X,Y,,Y,Y
1003253899,pharmacy,183500000X,Y,,,
1003254079,physician,2082S0105X,Y,,Y,Y
1003254442,physician,207QG0300X,Y,,,
1003254699,behavioral-health,101YP2500X,Y,,,
1003254715,physician,207Q00000X,Y,,Y,Y
1003255654,physician,208M00000X,Y,,Y,
1003256223,dietary,133V00000X,Y,,,
1003256645,physician,207RH0003X,Y,,Y,
1003258302,pharmacy,183500000X,Y,,,
1003258815,behavioral-health,1041C0700X,Y,,,
1003258872,rehab-therapy,225200000X,Y,,,
1003258906,rehab-therapy,237700000X,Y,,Y,
1003259003,physician,207RC0000X,Y,,Y,Y
1003259086,physician,207RG0100X,Y,,Y,Y
1003259342,student,390200000X,Y,,Y,Y
1003259508,nursing,163W00000X,Y,,,
1003259599,student,390200000X,Y,,,
1003259722,chiropractic,111N00000X,Y,,Y,
1003259797,dental,122300000X,Y,,,
1003259987,physician,207RP1001X,Y,,Y,Y
1003260266,behavioral-health,101YM0800X,Y,,,
1003260381,rehab-therapy,235Z00000X,Y,,,
1003260779,behavioral-health,1041C0700X,Y,,,
1003260944,nursing,163WP0809X,Y,,,
1003261082,behavioral-health,101YP2500X,Y,,,
1003261298,physician,207QS0010X,Y,,Y,Y
1003261850,rehab-therapy,225X00000X,Y,,,
1003262197,behavioral-health,101Y00000X,Y,,,
1003262569,advanced-practice,363AS0400X,Y,,Y,
1003262726,dietary,133V00000X,Y,,,
1003262841,rehab-therapy,235Z00000X,Y,,,
1003262924,physician,207V00000X,Y,,Y,Y
1003262999,physician,207PT0002X,Y,,Y,Y
1003263146,physician,207RI0011X,Y,Y,Y,Y
1003263302,advanced-practice,363AM0700X,Y,,Y,
1003263690,dental,1223G0001X,Y,,,
1003263849,student,390200000X,Y,,Y,Y
1003263922,advanced-practice,363AM0700X,Y,,Y,Y
1003264011,physician,2085R0202X,Y,,Y,Y
1003264755,advanced-practice,363LF0000X,Y,,Y,Y
1003265125,behavioral-health,101Y00000X,Y,,,
1003265323,pharmacy,183500000X,Y,,,
1003265489,advanced-practice,363LP2300X,Y,,,
1003265695,rehab-therapy,225100000X,Y,,Y,Y
1003265984,physician,207R00000X,Y,,Y,Y
1003265992,physician,207R00000X,Y,,,
1003266511,physician,2083P0500X,Y,,,
1003266750,rehab-therapy,225100000X,Y,,Y,Y
1003267378,pharmacy,183500000X,Y,,,
1003267683,behavioral-health,101Y00000X,Y,,,
1003268269,rehab-therapy,225X00000X,Y,,,
1003268723,student,390200000X,Y,,,
1003269028,advanced-practice,367500000X,Y,,Y,Y
1003270711,physician,207RI0011X,Y,,Y,Y
1003272428,rehab-therapy,2255A2300X,Y,,,
1003272576,nursing,163W00000X,Y,,,
1003272725,behavioral-health,101YM0800X,Y,,,
1003272923,rehab-therapy,2255A2300X,Y,,,
1003273285,rehab-therapy,225100000X,Y,,,
1003273640,other-clinical,170300000X,Y,,,
1003274101,behavioral-health,1041C0700X,Y,,,
1003274226,rehab-therapy,2255A2300X,Y,,,
1003274754,advanced-practice,363AM0700X,Y,,,
1003277617,advanced-practice,367500000X,Y,,Y,Y
1003278011,physician,207RE0101X,Y,,Y,Y
1003278094,behavioral-health,101Y00000X,Y,,,
1003278201,physician,207Q00000X,Y,,Y,Y
1003278565,physician,207Q00000X,Y,,Y,Y
1003278664,physician,207P00000X,Y,,Y,Y
1003279142,physician,207N00000X,Y,,Y,Y
1003279373,physician,2080N0001X,Y,,Y,Y
1003279670,physician,207R00000X,Y,,Y,Y
1003279720,rehab-therapy,225X00000X,Y,,,
1003279811,physician,207L00000X,Y,,Y,Y
1003280363,pharmacy,183500000X,Y,,,
1003280488,other-clinical,171100000X,Y,,,
1003281148,pharmacy,183500000X,Y,,,
1003281288,behavioral-health,101YM0800X,Y,,,
1003281833,pharmacy,183500000X,Y,,,
1003282591,behavioral-health,101YP2500X,Y,,,
1003282609,advanced-practice,363A00000X,Y,,Y,Y
1003282765,rehab-therapy,225100000X,Y,,,
1003283011,rehab-therapy,2251X0800X,Y,,,
1003283193,advanced-practice,363A00000X,Y,,Y,Y
1003283276,advanced-practice,367500000X,Y,,Y,Y
1003284035,rehab-therapy,225200000X,Y,,,
1003284308,rehab-therapy,225X00000X,Y,,,
1003284530,rehab-therapy,225X00000X,Y,,,
1003284647,rehab-therapy,235Z00000X,Y,,,
1003284910,rehab-therapy,2251G0304X,Y,,,
1003285685,behavioral-health,101YM0800X,Y,,Y,
1003285867,rehab-therapy,225100000X,Y,,Y,Y
1003286428,advanced-practice,363AM0700X,Y,,Y,Y
1003286642,rehab-therapy,235Z00000X,Y,,,
1003287319,behavioral-health,1041C0700X,Y,,,
1003287418,advanced-practice,363LA2100X,Y,,Y,Y
1003287822,advanced-practice,363A00000X,Y,,Y,Y
1003290347,dental,122300000X,Y,,,
1003290487,behavioral-health,104100000X,Y,,,
1003290495,advanced-practice,363LF0000X,Y,,Y,Y
1003290628,physician,207R00000X,Y,,Y,Y
1003290966,advanced-practice,363LF0000X,Y,,Y,Y
1003291055,dental,1223X0400X,Y,,,
1003291618,advanced-practice,363LF0000X,Y,,Y,Y
1003292293,advanced-practice,363LF0000X,Y,,Y,
1003292699,advanced-practice,363LA2100X,Y,,Y,
1003293739,physician,207P00000X,Y,,Y,Y
1003294216,physician,2084P0800X,Y,,,
1003294430,behavioral-health,1041C0700X,Y,,Y,Y
1003294877,physician,207R00000X,Y,,,
1003295114,nursing,163W00000X,Y,,,
1003296245,physician,207Q00000X,Y,,Y,
1003296310,rehab-therapy,225X00000X,Y,,,
1003296567,physician,208800000X,Y,,Y,Y
1003297094,rehab-therapy,225200000X,Y,,,
1003297466,behavioral-health,1041C0700X,Y,,,
1003298118,physician,207R00000X,Y,,Y,Y
1003298241,physician,207R00000X,Y,,Y,Y
1003299397,behavioral-health,101Y00000X,Y,,Y,Y
1003299629,physician,207T00000X,Y,,Y,Y
1003299744,rehab-therapy,225100000X,Y,,Y,Y
1003300468,physician,2084P0800X,Y,,Y,Y
1003300823,pharmacy,1835P0018X,Y,,,
1003300898,physician,208000000X,Y,,Y,
1003300906,physician,207RC0000X,Y,,Y,Y
1003301920,advanced-practice,363L00000X,Y,,,
1003302068,podiatry,213E00000X,Y,,Y,Y
1003302142,dental,122300000X,Y,,,
1003302399,advanced-practice,363L00000X,Y,,Y,
1003303199,behavioral-health,104100000X,Y,,Y,
1003303462,rehab-therapy,225100000X,Y,,Y,Y
1003303603,physician,207RI0200X,Y,,Y,Y
1003304387,physician,208000000X,Y,,Y,Y
1003304791,behavioral-health,101YA0400X,Y,,Y,Y
1003305087,dental,124Q00000X,Y,,,
1003305178,advanced-practice,363LF0000X,Y,,Y,Y
1003306291,rehab-therapy,225100000X,Y,,Y,Y
1003306697,rehab-therapy,225100000X,Y,,Y,
1003306838,nursing,163WW0101X,Y,,,
1003306945,advanced-practice,367500000X,Y,,Y,Y
1003307067,physician,207Q00000X,Y,,Y,Y
1003307745,behavioral-health,1041C0700X,Y,,Y,Y
1003307778,physician,207Q00000X,Y,,Y,Y
1003308289,physician,207RN0300X,Y,,Y,
1003309121,physician,207P00000X,Y,,Y,Y
1003309345,physician,207Q00000X,Y,,Y,
1003309543,physician,2080H0002X,Y,,Y,
1003309626,physician,207P00000X,Y,,Y,Y
1003309659,behavioral-health,1041C0700X,Y,,Y,
1003309709,physician,207R00000X,Y,,Y,Y
1003310871,behavioral-health,104100000X,Y,,,
1003311598,behavioral-health,104100000X,Y,,,
1003312059,physician,208000000X,Y,,Y,Y
1003312810,physician,2084A0401X,Y,,,
1003314337,chiropractic,111N00000X,Y,,,
1003314394,behavioral-health,101Y00000X,Y,,,
1003314451,behavioral-health,103T00000X,Y,,,
1003314634,behavioral-health,101YP2500X,Y,,,
1003315490,behavioral-health,103K00000X,Y,,,
1003315565,behavioral-health,106S00000X,Y,,,
1003315920,behavioral-health,106S00000X,Y,,,
1003317066,rehab-therapy,2255A2300X,Y,,,
1003317074,advanced-practice,367500000X,Y,,Y,Y
1003318056,student,390200000X,Y,,,
1003319393,behavioral-health,101YA0400X,Y,,,
1003319708,behavioral-health,101YM0800X,Y,,Y,
1003320961,rehab-therapy,235Z00000X,Y,,Y,Y
1003321175,behavioral-health,104100000X,Y,,,
1003321928,advanced-practice,363LA2100X,Y,,Y,Y
1003322629,rehab-therapy,225X00000X,Y,,,
1003322918,rehab-therapy,235Z00000X,Y,,Y,
1003323841,behavioral-health,101Y00000X,Y,,,
1003324153,advanced-practice,363LF0000X,Y,,Y,Y
1003324229,advanced-practice,363LN0000X,Y,,Y,Y
1003324757,advanced-practice,367500000X,Y,,Y,Y
1003325044,advanced-practice,363A00000X,Y,,Y,Y
1003325127,rehab-therapy,225700000X,Y,,,
1003325184,advanced-practice,363AM0700X,Y,,Y,Y
1003325291,behavioral-health,103K00000X,Y,,,
1003325408,rehab-therapy,235Z00000X,Y,,,
1003325655,rehab-therapy,225100000X,Y,,Y,Y
1003326133,advanced-practice,363A00000X,Y,,Y,
1003326307,behavioral-health,101Y00000X,Y,,,
1003326901,physician,2086S0129X,Y,,Y,Y
1003328378,behavioral-health,103T00000X,Y,,,
1003328766,behavioral-health,103G00000X,Y,,,
1003328949,rehab-therapy,235Z00000X,Y,,,
1003329533,advanced-practice,363LC0200X,Y,,Y,Y
1003329608,other-clinical,170300000X,Y,,,
1003330192,rehab-therapy,225100000X,Y,,,
1003331562,dietary,133V00000X,Y,,,
1003331885,behavioral-health,101Y00000X,Y,,,
1003332180,pharmacy,183500000X,Y,,,
1003332842,rehab-therapy,225100000X,Y,,,
1003332891,rehab-therapy,225100000X,Y,,,
1003334038,behavioral-health,101YA0400X,Y,,,
1003334368,physician,207R00000X,Y,,Y,
1003334822,advanced-practice,363LW0102X,Y,,Y,Y
1003334962,other-clinical,171M00000X,Y,,,
1003336116,advanced-practice,363LP0808X,Y,,Y,Y
1003336157,physician,208000000X,Y,,,
1003337130,dental,122300000X,Y,,,
1003337577,other-clinical,170300000X,Y,,,
1003337882,other-clinical,171M00000X,Y,,,
1003338039,behavioral-health,103K00000X,Y,,,
1003341132,behavioral-health,101YP2500X,Y,,Y,
1003341165,advanced-practice,367500000X,Y,,Y,Y
1003343039,behavioral-health,101Y00000X,Y,,,
1003343195,behavioral-health,104100000X,Y,,Y,Y
1003343815,advanced-practice,367500000X,Y,,Y,Y
1003344144,advanced-practice,363LF0000X,Y,,,
1003344243,behavioral-health,101YM0800X,Y,,,
1003344649,advanced-practice,367500000X,Y,,Y,Y
1003344839,physician,207R00000X,Y,,Y,Y
1003345596,behavioral-health,101YP2500X,Y,,Y,
1003347428,physician,207W00000X,Y,,Y,Y
1003347709,physician,207RG0100X,Y,,Y,Y
1003348111,physician,208M00000X,Y,,Y,Y
1003348186,physician,207Q00000X,Y,,Y,Y
1003348210,physician,208000000X,Y,,Y,Y
1003348459,physician,2080P0205X,Y,,Y,Y
1003349176,physician,207RI0200X,Y,,Y,
1003349457,physician,2085R0202X,Y,,Y,Y
1003350331,advanced-practice,363LF0000X,Y,,Y,Y
1003350745,advanced-practice,363L00000X,Y,,Y,Y
1003351073,nursing,163WP0808X,Y,,,
1003352121,behavioral-health,101YM0800X,Y,,,
1003352667,rehab-therapy,2255A2300X,Y,,,
1003352691,rehab-therapy,231H00000X,Y,,Y,Y
1003353673,advanced-practice,363LP0200X,Y,,Y,Y
1003353954,behavioral-health,103TC1900X,Y,,Y,
1003353970,other-clinical,174400000X,Y,,,
1003354291,behavioral-health,101YP2500X,Y,,Y,Y
1003354721,rehab-therapy,225100000X,Y,,Y,Y
1003354945,support,246ZS0410X,Y,,,
1003355280,dental,122300000X,Y,,,
1003355991,physician,207R00000X,Y,,Y,Y
1003356908,behavioral-health,101YP2500X,Y,,Y,
1003356957,advanced-practice,367500000X,Y,,Y,Y
1003357732,rehab-therapy,225100000X,Y,,Y,Y
1003358425,nursing,163W00000X,Y,,,
1003358474,advanced-practice,363AM0700X,Y,,Y,Y
1003359423,rehab-therapy,235Z00000X,Y,,,
1003359480,advanced-practice,367500000X,Y,,Y,Y
1003360207,pharmacy,183500000X,Y,,,
1003360413,behavioral-health,1041C0700X,Y,,Y,
1003360645,physician,207RG0100X,Y,,Y,
1003360751,behavioral-health,101YP2500X,Y,,Y,Y
1003360934,pharmacy,183500000X,Y,,,
1003361205,physician,207RC0200X,Y,,Y,Y
1003361676,behavioral-health,101YA0400X,Y,,,
1003362310,pharmacy,1835P1200X,Y,,,
1003362468,pharmacy,183500000X,Y,,,
1003362492,pharmacy,183500000X,Y,,,
1003363136,rehab-therapy,225X00000X,Y,,,
1003363235,advanced-practice,363LP2300X,Y,,Y,Y
1003363839,advanced-practice,363LF0000X,Y,,Y,Y
1003364449,pharmacy,183500000X,Y,,,
1003364506,rehab-therapy,225100000X,Y,,Y,Y
1003364761,behavioral-health,101YM0800X,Y,,,
1003364993,pharmacy,183500000X,Y,,,
1003365875,physician,2084V0102X,Y,,Y,Y
1003365917,behavioral-health,101YP2500X,Y,,Y,
1003366410,advanced-practice,363LS0200X,Y,,,
1003367616,behavioral-health,1041C0700X,Y,,Y,
1003367624,behavioral-health,101YM0800X,Y,,,
1003367632,chiropractic,111N00000X,Y,,Y,
1003367780,advanced-practice,363LA2200X,Y,,Y,
1003368143,dietary,133V00000X,Y,,,
1003368770,advanced-practice,363LF0000X,Y,,Y,Y
1003369059,advanced-practice,367500000X,Y,,Y,Y
1003369307,advanced-practice,363LP2300X,Y,,Y,Y
1003369919,advanced-practice,363A00000X,Y,,Y,Y
1003370172,behavioral-health,106S00000X,Y,,,
1003370347,advanced-practice,363AM0700X,Y,,Y,Y
1003370370,behavioral-health,101YP2500X,Y,,Y,Y
1003372335,rehab-therapy,224Z00000X,Y,,,
1003373325,rehab-therapy,2255A2300X,Y,,,
1003373614,behavioral-health,106S00000X,Y,,,
1003373705,behavioral-health,106S00000X,Y,,,
1003373960,behavioral-health,103T00000X,Y,,,
1003374869,behavioral-health,101YM0800X,Y,,,
1003375015,behavioral-health,101YM0800X,Y,,,
1003375379,physician,207V00000X,Y,,Y,Y
1003375569,advanced-practice,363LF0000X,Y,,Y,Y
1003375676,advanced-practice,363L00000X,Y,,Y,Y
1003375973,physician,207V00000X,Y,,Y,Y
1003376054,physician,207R00000X,Y,,Y,Y
1003376435,physician,2080P0202X,Y,,,
1003377722,dental,1223X0400X,Y,,,
1003378290,student,390200000X,Y,,,
1003378746,physician,207R00000X,Y,,Y,Y
1003378894,rehab-therapy,231H00000X,Y,,Y,
1003379157,student,390200000X,Y,,,
1003379355,physician,207Q00000X,Y,,Y,Y
1003380312,behavioral-health,101YP2500X,Y,,Y,
1003380395,behavioral-health,103TC0700X,Y,,Y,
1003380924,rehab-therapy,225100000X,Y,,Y,Y
1003381328,behavioral-health,101Y00000X,Y,,,
1003381575,rehab-therapy,225700000X,Y,,,
1003383431,behavioral-health,101YP2500X,Y,,,
1003383811,rehab-therapy,2251S0007X,Y,,Y,Y
1003384074,rehab-therapy,225X00000X,Y,,Y,Y
1003385238,pharmacy,183500000X,Y,,,
1003385394,advanced-practice,363LF0000X,Y,,Y,Y
1003386061,pharmacy,183500000X,Y,,,
1003386327,advanced-practice,363A00000X,Y,,Y,Y
1003386616,behavioral-health,101YM0800X,Y,,Y,
1003387036,behavioral-health,101Y00000X,Y,,,
1003387440,behavioral-health,101YP2500X,Y,,Y,
1003387572,physician,207V00000X,Y,,Y,
1003387739,behavioral-health,101YP2500X,Y,,,Y
1003388653,dietary,133V00000X,Y,,Y,
1003388737,rehab-therapy,237700000X,Y,,Y,
1003389909,behavioral-health,101YP2500X,Y,,Y,Y
1003390758,rehab-therapy,225X00000X,Y,,,
1003390840,dietary,133V00000X,Y,,,
1003390964,behavioral-health,101Y00000X,Y,,,
1003391277,dietary,133V00000X,Y,,Y,
1003391640,pharmacy,183500000X,Y,,,
1003391731,nursing,164W00000X,Y,,,
1003392564,advanced-practice,363LF0000X,Y,,Y,Y
1003392838,advanced-practice,363A00000X,Y,,Y,
1003392937,pharmacy,183500000X,Y,,,
1003393224,advanced-practice,363LF0000X,Y,,Y,Y
1003393521,behavioral-health,101Y00000X,Y,,,
1003394545,advanced-practice,363AM0700X,Y,,Y,
1003394628,dietary,133V00000X,Y,,Y,Y
1003395005,behavioral-health,104100000X,Y,,,
1003395369,behavioral-health,101YP2500X,Y,,Y,
1003397365,advanced-practice,363L00000X,Y,,Y,Y
1003398009,rehab-therapy,225XP0200X,Y,,,
1003398058,nursing,163WP0809X,Y,,,
1003398496,advanced-practice,363LF0000X,Y,,Y,Y
1003398918,advanced-practice,363A00000X,Y,,Y,Y
1003399254,behavioral-health,101Y00000X,Y,,,
1003399601,agency,251S00000X,Y,,,
1003402181,behavioral-health,101Y00000X,Y,,Y,Y
1003402355,pharmacy,183500000X,Y,,,
1003402785,behavioral-health,101Y00000X,Y,,,
1003402900,behavioral-health,101YM0800X,Y,,,
1003403700,dental,122300000X,Y,,,
1003404963,nursing,163W00000X,Y,,,
1003405499,supplier,332B00000X,Y,,Y,
1003405747,rehab-therapy,225X00000X,Y,,Y,
1003406968,pharmacy,183500000X,Y,,,
1003410192,rehab-therapy,225200000X,Y,,,
1003410580,pharmacy,183500000X,Y,,,
1003410614,pharmacy,183500000X,Y,,,
1003411091,pharmacy,183500000X,Y,,,
1003411679,pharmacy,183500000X,Y,,,
1003411752,dental,122300000X,Y,,,
1003411927,pharmacy,183500000X,Y,,,
1003412172,pharmacy,183500000X,Y,,,
1003412362,pharmacy,183500000X,Y,,Y,
1003412610,pharmacy,183500000X,Y,,,
1003412644,dietary,133V00000X,Y,,,
1003412677,behavioral-health,106S00000X,Y,,,
1003412834,advanced-practice,363LA2100X,Y,,Y,Y
1003413659,rehab-therapy,225200000X,Y,,,
1003414699,behavioral-health,104100000X,Y,,,
1003414848,behavioral-health,106S00000X,Y,,,
1003415571,pharmacy,183500000X,Y,,Y,
1003415589,physician,207RP1001X,Y,,Y,Y
1003416090,supplier,3336C0003X,Y,,,
1003416165,advanced-practice,363A00000X,Y,,Y,Y
1003416702,pharmacy,183500000X,Y,,Y,
1003416959,behavioral-health,103TB0200X,Y,,,
1003417254,behavioral-health,106S00000X,Y,,,
1003417502,pharmacy,183500000X,Y,,,
1003417676,behavioral-health,101YM0800X,Y,,,
1003418187,pharmacy,183500000X,Y,,,
1003418609,behavioral-health,101YM0800X,Y,,,
1003419219,pharmacy,183500000X,Y,,,
1003419367,pharmacy,183500000X,Y,,,
1003419466,advanced-practice,363LF0000X,Y,,Y,Y
1003419524,pharmacy,183500000X,Y,,,
1003419722,behavioral-health,106H00000X,Y,,,
1003421181,rehab-therapy,225100000X,Y,,Y,Y
1003422452,behavioral-health,101YP2500X,Y,,,
1003423955,pharmacy,183500000X,Y,,,
1003424235,rehab-therapy,225200000X,Y,,,
1003426206,behavioral-health,101YP2500X,Y,,,
1003426842,rehab-therapy,225200000X,Y,,,
1003427014,pharmacy,1835P0200X,Y,,,
1003427816,advanced-practice,363A00000X,Y,,Y,
1003427956,behavioral-health,103T00000X,Y,,,
1003428798,student,390200000X,Y,,Y,
1003429192,other-clinical,174H00000X,Y,,,
1003429341,rehab-therapy,225100000X,Y,,Y,Y
1003429655,pharmacy,183500000X,Y,,,
1003429978,behavioral-health,101YP2500X,Y,,,
1003430034,physician,207R00000X,Y,,Y,
1003430406,physician,207X00000X,Y,,Y,Y
1003430927,rehab-therapy,225700000X,Y,,,
1003431636,rehab-therapy,235Z00000X,Y,,,
1003431891,student,390200000X,Y,,Y,Y
1003432048,other-clinical,171100000X,Y,,,
1003432865,rehab-therapy,225100000X,Y,,Y,
1003433178,student,390200000X,Y,,Y,
1003434697,behavioral-health,101Y00000X,Y,,,
1003435066,physician,2085R0202X,Y,,Y,
1003435132,physician,2081S0010X,Y,,Y,Y
1003435488,physician,208000000X,Y,,Y,Y
1003435884,physician,207Q00000X,Y,,Y,Y
1003436007,physician,207Q00000X,Y,,Y,
1003437351,behavioral-health,103TC0700X,Y,,,
1003437674,behavioral-health,101YM0800X,Y,,,
1003437849,behavioral-health,101YP2500X,Y,,,
1003438227,behavioral-health,101YP2500X,Y,,,
1003438359,physician,208M00000X,Y,,Y,Y
1003438649,physician,207QS0010X,Y,,Y,Y
1003438698,behavioral-health,1041C0700X,Y,,Y,Y
1003438805,behavioral-health,101YP2500X,Y,,Y,
1003438961,physician,207R00000X,Y,,Y,Y
1003439357,rehab-therapy,225100000X,Y,,Y,Y
1003440280,behavioral-health,101YP2500X,Y,,,
1003441734,physician,2084P0800X,Y,,,
1003442013,physician,207RH0002X,Y,,Y,
1003442369,behavioral-health,103TC2200X,Y,,Y,Y
1003443029,rehab-therapy,224Z00000X,Y,,,
1003443250,physician,208D00000X,Y,,Y,Y
1003443714,behavioral-health,101YM0800X,Y,,Y,Y
1003444209,physician,207P00000X,Y,,Y,Y
1003444704,student,390200000X,Y,,Y,Y
1003444795,student,390200000X,Y,,Y,
1003445040,physician,207RN0300X,Y,,Y,Y
1003445685,pharmacy,183500000X,Y,,,
1003445842,physician,207LP2900X,Y,,Y,Y
1003445925,physician,207RI0200X,Y,,Y,
1003446238,behavioral-health,101YP2500X,Y,,,
1003446295,behavioral-health,104100000X,Y,,Y,Y
1003446527,behavioral-health,104100000X,Y,,,
1003446980,behavioral-health,101YM0800X,Y,,,
1003447095,behavioral-health,101YM0800X,Y,,,
1003447368,advanced-practice,363LP2300X,Y,,Y,Y
1003447962,advanced-practice,363LP0200X,Y,,Y,Y
1003449661,behavioral-health,103TC0700X,Y,,,
1003449919,rehab-therapy,235Z00000X,Y,,,
1003450032,behavioral-health,103K00000X,Y,,Y,
1003451717,advanced-practice,367500000X,Y,,Y,Y
1003452194,rehab-therapy,235Z00000X,Y,,Y,
1003453234,behavioral-health,101YM0800X,Y,,Y,
1003454323,advanced-practice,363LA2100X,Y,,Y,Y
1003455163,advanced-practice,363AM0700X,Y,,Y,Y
1003455684,dietary,133V00000X,Y,,,
1003455890,behavioral-health,1041S0200X,Y,,,
1003456492,behavioral-health,101YP2500X,Y,,,
